checkpoint,dataset_name,subset_name,test_size,time,prompt_name,accuracy
bigscience/T0pp,super_glue,rte,200,9.22178840637207,MNLI crowdsource,0.86
bigscience/T0pp,super_glue,rte,200,8.894569635391235,guaranteed true,0.875
bigscience/T0pp,super_glue,rte,200,8.95925235748291,can we infer,0.885
bigscience/T0pp,super_glue,rte,200,9.168250560760498,GPT-3 style,0.84
bigscience/T0pp,super_glue,rte,200,9.059448719024658,does this imply,0.91
bigscience/T0pp,super_glue,rte,200,9.085755348205566,should assume,0.85
bigscience/T0pp,super_glue,rte,200,8.919365406036377,does it follow that,0.82
bigscience/T0pp,super_glue,rte,200,9.272289991378784,based on the previous passage,0.885
bigscience/T0pp,super_glue,rte,200,9.209057807922363,justified in saying,0.855
bigscience/T0pp,super_glue,rte,200,9.260010004043579,must be true,0.835
bigscience/T0pp,super_glue,cb,56,3.6512341499328613,can we infer,0.8571428571428571
bigscience/T0pp,super_glue,cb,56,3.6947848796844482,based on the previous passage,0.8392857142857143
bigscience/T0pp,super_glue,cb,56,3.8094322681427,claim true/false/inconclusive,0.8392857142857143
bigscience/T0pp,super_glue,cb,56,3.549283981323242,does it follow that,0.6964285714285714
bigscience/T0pp,super_glue,cb,56,3.656587839126587,justified in saying,0.8214285714285714
bigscience/T0pp,super_glue,cb,56,3.6810860633850098,always/sometimes/never,0.5535714285714286
bigscience/T0pp,super_glue,cb,56,3.7579710483551025,GPT-3 style,0.8392857142857143
bigscience/T0pp,super_glue,cb,56,3.707221269607544,consider always/sometimes/never,0.3392857142857143
bigscience/T0pp,super_glue,cb,56,3.695504903793335,guaranteed true,0.7678571428571429
bigscience/T0pp,super_glue,cb,56,3.6462349891662598,must be true,0.8035714285714286
bigscience/T0pp,super_glue,cb,56,3.680835247039795,guaranteed/possible/impossible,0.39285714285714285
bigscience/T0pp,super_glue,cb,56,3.639435052871704,does this imply,0.8214285714285714
bigscience/T0pp,super_glue,cb,56,4.0600361824035645,MNLI crowdsource,0.5892857142857143
bigscience/T0pp,super_glue,cb,56,3.7068374156951904,should assume,0.8392857142857143
bigscience/T0pp,super_glue,cb,56,4.008809804916382,take the following as truth,0.8214285714285714
bigscience/T0pp,anli,,200,7.380978107452393,MNLI crowdsource,0.14
bigscience/T0pp,anli,,200,6.870971202850342,should assume,0.515
bigscience/T0pp,anli,,200,6.689474821090698,does it follow that,0.525
bigscience/T0pp,anli,,200,7.078299283981323,GPT-3 style,0.51
bigscience/T0pp,anli,,200,7.003812313079834,based on the previous passage,0.51
bigscience/T0pp,anli,,200,6.865514516830444,justified in saying,0.485
bigscience/T0pp,anli,,200,7.630080223083496,take the following as truth,0.525
bigscience/T0pp,anli,,200,6.992725372314453,must be true,0.51
bigscience/T0pp,anli,,200,6.978428363800049,can we infer,0.515
bigscience/T0pp,anli,,200,7.0540666580200195,guaranteed/possible/impossible,0.465
bigscience/T0pp,anli,,200,7.164252281188965,always/sometimes/never,0.41
